Distritos;X;Y
LA CUESTA;-7.90847406057; -78.6849842169
LUCMA;-7.62998054084; -78.5765820035
ANGASMARCA;-8.14569650042; -78.0326567997
SITABAMBA;-8.0262818098; -77.8004602268
LUYA VIEJO;-6.11248856412; -78.1167910998
OLLEROS;-6.00841344466; -77.6709843294
RECTA;-5.93922111946; -77.7753586409
CHISQUILLA;-5.89484726771; -77.7257950125
BAGUA;-5.58091273601; -78.5209827359
IMAZA;-4.9913404276; -78.3895873417
RIO SANTIAGO;-3.81344973198; -77.8881145415
CAPELO;-5.36637331851; -74.1269200093
SAQUENA;-4.79793879034; -73.4051006497
SARAYACU;-6.39059764497; -75.1859081907
BARRANCA;-5.02111581662; -77.1108142459
SANTA ROSA;-6.70534564878; -76.5992185162
BUENOS AIRES;-6.73971460262; -76.3970297864
ALBERTO LEVEAU;-6.68366694527; -76.2601213302
AGUA BLANCA;-6.72417364417; -76.7056692065
ZAPATERO;-6.55012078051; -76.5306833964
SHATOJA;-6.52384560405; -76.6990621772
CUÑ‘UMBUQUI;-6.6156535102; -76.4683664175
CHAZUTA;-6.61796728524; -75.9894908245
ALTO SAPOSOA;-6.60186149919; -76.9631153084
CACATACHI;-6.46781171215; -76.4384114549
HUIMBAYOC;-6.63863333492; -75.7136255556
CAYNARACHI;-6.19532658461; -76.3342373769
BARRANQUITA;-6.30627544181; -76.0487086335
EL PORVENIR;-6.24499797609; -75.8647660843
YORONGOS;-6.17529926485; -77.161718615
JEPELACIO;-6.17353651737; -76.9218024619
CALZADA;-6.01453946653; -77.0957553964
SAN FERNANDO;-5.85896776826; -77.2748920029
PUCARA;-6.03999056091; -79.1236585791
CUJILLO;-6.11675209887; -78.5588565763
LAHUAYTAMBO;-12.0932826824; -76.3918799526
RICARDO PALMA;-11.9378192413; -76.6229148097
SAN MATEO DE OTAO;-11.8405937705; -76.5304316715
SANGALLAYA;-12.2191484953; -76.2627067143
SANTIAGO DE ANCHUCAYA;-12.031918149; -76.199604829
SANTO DOMINGO DE LOS OLLEROS;-12.2613195891; -76.5362049234
CATAHUASI;-12.74278402; -75.8820025816
CHOCOS;-12.9223864219; -75.9240578357
HUANGASCAR;-12.9415582986; -75.821849626
LINCHA;-12.8109440553; -75.6306915404
PUTINZA;-12.6665124898; -75.9227621959
CANTA;-11.4753065958; -76.5822973244
CALANGO;-12.487066049; -76.4546171525
CERRO AZUL;-12.9659036472; -76.4647131909
COAYLLO;-12.6587176209; -76.406722529
NUEVO IMPERIAL;-12.9604959457; -76.2585762873
SAN ANTONIO;-12.6131660134; -76.6741821247
SAN LUIS;-13.0519940414; -76.4237180392
ATAVILLOS ALTO;-11.2774971786; -76.5951710371
AUCALLAMA;-11.5177450119; -77.0499502376
YAUYUCAN;-6.6828598723; -78.8494399313
SANTA ROSA;-5.42773454301; -78.6008461888
CHICLAYO;-6.78283683141; -79.8258256326
CHONGOYAPE;-6.62686237846; -79.4645633568
OYOTUN;-6.77963847331; -79.2768493053
TUMAN;-6.77373246232; -79.6944505306
PITIPO;-6.48622839273; -79.6347601523
JAYANCA;-6.33418180344; -79.8082833519
MOTUPE;-6.16904653707; -79.7078755167
OLMOS;-6.04759907501; -80.0715657814
ILLIMO;-6.46959437833; -79.8533669474
PACORA;-6.43408352031; -79.8799227169
SALAS;-6.15088730377; -79.5379484503
MARCAVELICA;-4.53705144763; -80.7849327198
AMOTAPE;-4.83553478729; -81.0067648824
BERNAL;-5.45775132257; -80.7020029329
EL TALLAN;-5.44129407397; -80.6113698397
CANCHAQUE;-5.31206763234; -79.6258326484
SONDORILLO;-5.39791477638; -79.4602337788
CURA MORI;-5.35759047326; -80.5860497939
SONDOR;-5.40352153514; -79.3624111179
LA UNION;-5.33287313169; -80.8679975416
SAN ANDRES;-13.8043260135; -76.1067640416
SAN CLEMENTE;-13.6421160517; -76.143986748
TUPAC AMARU INCA;-13.7261716663; -76.1103351883
TACNA;-18.1129713482; -70.1686203468
CALANA;-17.9542171908; -70.1462231258
LOCUMBA;-17.6042296966; -70.7330559166
COALAQUE;-16.5758064714; -71.0460888167
LA CAPILLA;-16.8259850314; -71.2938706203
LLOQUE;-16.3035765087; -70.6272478006
PUQUINA;-16.6282949232; -71.1572683382
QUINISTAQUILLAS;-16.7042052871; -70.8798240106
PACHIA;-17.7848033844; -70.0235939629
PALCA;-17.6569374946; -69.7640307241
POCOLLAY;-18.0077242115; -70.0741386827
CAMILACA;-17.165068685; -70.4327437104
TARUCACHI;-17.5018815327; -69.9580478867
CIUDAD NUEVA;-17.8578365426; -70.1903379896
JULCAN;-8.07476764711; -78.4619619835
SANTIAGO DE CAO;-7.92475331239; -79.2177400201
USQUIL;-7.80063520377; -78.3616459122
GUADALUPE;-7.2881373395; -79.487884406
GUADALUPITO;-8.801723956; -78.6497468049
CHUGAY;-7.82233354626; -77.7980907435
CURGOS;-7.84774121564; -77.9534956797
SANAGORAN;-7.79264708165; -78.1756389128
YURUA;-9.82975945475; -72.6985747382
GREGORIO PITA;-7.2220739621; -78.1612444842
JOSE MANUEL QUIROZ;-7.35601693684; -78.0209710547
ASUNCION;-7.3382329129; -78.5271861115
CACHACHI;-7.56770186683; -78.2533285254
CONDEBAMBA;-7.5301245515; -78.0911377252
SITACOCHA;-7.4743924998; -77.9063269576
SUITUCANCHA;-11.8333174196; -75.9781833361
MASMA;-11.7808253418; -75.422018756
TAURIA;-15.4042082082; -73.1726464682
JAQUI;-15.4491015617; -74.3981647291
TAMBO GRANDE;-4.91945260954; -80.330951856
YUNGUYO;-16.2828061505; -69.0901932276
TINICACHI;-16.1979688312; -68.9715154792
ACORA;-16.2873250105; -69.9084522632
PICHIGUA;-14.6793411324; -71.3437551617
SUYCKUTAMBO;-15.0011514976; -71.658226869
TAMBO;-12.9122955128; -74.0230995984
SANTILLANA;-12.6711995573; -74.2420109347
AYNA;-12.7284683251; -73.8908908883
CANAYRE;-12.3406200401; -74.1021148061
CCARHUAYO;-13.5369810301; -71.3439938855
CAMANTI;-13.3423089239; -70.7489180717
SURCUBAMBA;-12.1507253061; -74.6523758733
SAN ANTONIO DE CUSICANCHA;-13.465418413; -75.2376821942
COCAS;-13.274170564; -75.3630878906
PROGRESO;-14.0986837754; -72.4470150609
LAGUNAS;-4.62833596881; -75.9760563682
SANTA CRUZ;-5.65827722338; -75.7490051696
NAUTA;-4.44271761017; -74.1142036928
TIGRE;-2.94373100402; -75.264851828
HEROES ALBARRACIN;-17.4994092708; -70.2145383731
PACANGA;-7.07965485283; -79.4476295332
NEPEÑ‘A;-9.14149277601; -78.3031918642
SAMANCO;-9.27947030479; -78.4424530351
LA ESPERANZA;-8.06341096145; -79.0559436318
SAN JERONIMO;-13.7166324857; -73.2740550895
ANDAHUAYLAS;-13.7683778251; -73.3879123994
SANTIAGO;-13.5731045935; -71.9785576552
YAUTAN;-9.50589951487; -78.0203063568
ANDAMARCA;-11.6963534657; -74.8571869465
ACOLLA;-11.6626625244; -75.5675652991
INAMBARI;-12.9767443442; -69.938844847
HUEPETUHE;-13.0031462504; -70.6520775912
MANU;-12.3620032641; -71.5183667856
MADRE DE DIOS;-12.6295418097; -70.675352468
SANTA MARIA DEL MAR;-12.4087115867; -76.7673087796
ASIA;-12.7967282892; -76.5112380802
SANTIAGO DE CHOCORVOS;-13.8133867212; -75.2149406233
YANQUE;-15.7900972423; -71.4553234369
IRAY;-15.9126432892; -72.6005994779
SANTO DOMINGO;-5.0531475423; -79.9106807866
PUERTO BERMUDEZ;-10.4140280869; -74.6367329439
CONSTITUCION;-9.82583819324; -74.7846259195
MOLLEPATA;-8.14262756027; -77.9420484787
SAN BARTOLO;-12.3693818905; -76.7241442608
HUACHO;-11.2716606505; -77.4927678336
CALETA DE CARQUIN;-11.0879808502; -77.6200225143
SANTA MARIA;-11.1161350227; -77.4732727898
LACHAQUI;-11.5556346957; -76.6115961025
ONGON;-8.20580726939; -77.0924642893
PATAZ;-7.73245254081; -77.5895450001
JAMALCA;-5.95246281961; -78.2349579517
QUICACHA;-15.5673608454; -73.7303800159
AYO;-15.6409572109; -72.2850889018
CHACHAS;-15.1821384744; -72.1161918751
CHILCAYMARCA;-15.3506205276; -72.385275545
MAZAMARI;-11.4938966265; -74.2411399634
